customer_id,log_month,session_count,avg_session_minutes,feature_adoption_score,last_active_date
5013-SBUIH,2026-05-01,11,17.43,0.563,2026-05-11
5013-SBUIH,2026-06-01,6,15.24,0.286,2026-06-10
5013-SBUIH,2026-07-01,4,10.84,0.323,2026-07-16
5013-SBUIH,2026-08-01,3,9.86,0.281,2026-08-06
1023-BQXZE,2026-03-01,25,47.36,0.633,2026-03-01
1023-BQXZE,2026-04-01,24,55.0,0.477,2026-04-25
1023-BQXZE,2026-05-01,14,27.22,0.523,2026-05-07
1023-BQXZE,2026-06-01,12,45.92,0.489,2026-06-18
1023-BQXZE,2026-07-01,16,18.49,0.699,2026-07-02
1023-BQXZE,2026-08-01,21,31.44,0.471,2026-08-14
9163-GHAYE,2026-03-01,23,96.99,0.609,2026-03-07
9163-GHAYE,2026-04-01,18,83.4,0.66,2026-04-03
9163-GHAYE,2026-05-01,3,40.13,0.671,2026-05-22
9163-GHAYE,2026-06-01,6,82.91,0.721,2026-06-12
9163-GHAYE,2026-07-01,16,69.31,0.484,2026-07-11
9163-GHAYE,2026-08-01,9,70.52,0.53,2026-08-09
3904-UKFRE,2026-03-01,0,15.41,0.377,2026-03-17
3904-UKFRE,2026-04-01,6,23.26,0.369,2026-04-17
3904-UKFRE,2026-05-01,8,41.69,0.447,2026-05-05
3904-UKFRE,2026-06-01,6,44.24,0.218,2026-06-14
3904-UKFRE,2026-07-01,6,10.62,0.339,2026-07-04
3904-UKFRE,2026-08-01,6,23.16,0.359,2026-08-05
5353-WILCI,2026-03-01,20,23.03,0.617,2026-03-12
5353-WILCI,2026-04-01,42,31.93,0.598,2026-04-04
5353-WILCI,2026-05-01,16,33.21,0.619,2026-05-05
5353-WILCI,2026-06-01,16,40.25,0.695,2026-06-19
5353-WILCI,2026-07-01,5,19.84,0.534,2026-07-04
5353-WILCI,2026-08-01,19,12.97,0.612,2026-08-06
0709-TVGUR,2026-03-01,29,10.71,0.376,2026-03-25
0709-TVGUR,2026-04-01,19,29.02,0.249,2026-04-23
0709-TVGUR,2026-05-01,9,11.57,0.343,2026-05-21
0709-TVGUR,2026-06-01,13,18.26,0.24,2026-06-09
0709-TVGUR,2026-07-01,12,25.59,0.344,2026-07-26
0709-TVGUR,2026-08-01,20,27.47,0.363,2026-08-06
0058-EVZWM,2026-03-01,16,43.3,0.49,2026-03-11
0058-EVZWM,2026-04-01,33,53.74,0.702,2026-04-22
0058-EVZWM,2026-05-01,36,30.18,0.72,2026-05-27
0058-EVZWM,2026-06-01,0,43.14,0.678,2026-06-19
0058-EVZWM,2026-07-01,25,44.91,0.626,2026-07-04
0058-EVZWM,2026-08-01,23,37.01,0.497,2026-08-04
6023-YEBUP,2026-03-01,10,23.21,0.324,2026-03-17
6023-YEBUP,2026-04-01,9,17.97,0.399,2026-04-24
6023-YEBUP,2026-05-01,20,5.86,0.363,2026-05-04
6023-YEBUP,2026-06-01,9,19.1,0.574,2026-06-03
6023-YEBUP,2026-07-01,10,13.23,0.403,2026-07-19
6023-YEBUP,2026-08-01,8,10.32,0.311,2026-08-09
7209-JCUDS,2026-03-01,4,41.52,0.539,2026-03-05
7209-JCUDS,2026-04-01,14,44.35,0.646,2026-04-05
7209-JCUDS,2026-05-01,15,29.97,0.586,2026-05-26
7209-JCUDS,2026-06-01,8,47.32,0.604,2026-06-27
7209-JCUDS,2026-07-01,1,18.92,0.523,2026-07-20
7209-JCUDS,2026-08-01,10,9.09,0.369,2026-08-15
7009-PCARS,2026-03-01,10,55.79,0.405,2026-03-17
7009-PCARS,2026-04-01,3,37.19,0.388,2026-04-17
7009-PCARS,2026-05-01,7,78.17,0.567,2026-05-14
7009-PCARS,2026-06-01,18,31.57,0.397,2026-06-27
7009-PCARS,2026-07-01,5,48.78,0.342,2026-07-12
7009-PCARS,2026-08-01,0,56.68,0.508,2026-08-13
0519-DRGTI,2026-03-01,20,7.41,0.612,2026-03-21
0519-DRGTI,2026-04-01,0,45.26,0.731,2026-04-11
0519-DRGTI,2026-05-01,30,51.43,0.554,2026-05-08
0519-DRGTI,2026-06-01,10,25.22,0.641,2026-06-15
0519-DRGTI,2026-07-01,0,47.52,0.806,2026-07-16
0519-DRGTI,2026-08-01,16,50.17,0.692,2026-08-17
1017-FBQMM,2026-03-01,23,12.26,0.656,2026-03-02
1017-FBQMM,2026-04-01,16,16.06,0.626,2026-04-04
1017-FBQMM,2026-05-01,11,26.77,0.759,2026-05-02
1017-FBQMM,2026-06-01,22,1.47,0.57,2026-06-14
1017-FBQMM,2026-07-01,14,7.44,0.74,2026-07-08
1017-FBQMM,2026-08-01,7,31.68,0.807,2026-08-08
3001-CBHLQ,2026-03-01,0,31.64,0.758,2026-03-26
3001-CBHLQ,2026-04-01,0,74.14,0.514,2026-04-17
3001-CBHLQ,2026-05-01,6,33.55,0.668,2026-05-21
3001-CBHLQ,2026-06-01,3,39.17,0.423,2026-06-06
3001-CBHLQ,2026-07-01,2,7.97,0.465,2026-07-07
3001-CBHLQ,2026-08-01,3,21.68,0.301,2026-08-13
1985-MBRYP,2026-03-01,56,25.27,0.434,2026-03-09
1985-MBRYP,2026-04-01,14,45.46,0.292,2026-04-17
1985-MBRYP,2026-05-01,31,52.36,0.266,2026-05-26
1985-MBRYP,2026-06-01,65,36.41,0.342,2026-06-19
1985-MBRYP,2026-07-01,74,1.23,0.335,2026-07-17
1985-MBRYP,2026-08-01,47,18.38,0.235,2026-08-21
6158-DWPZT,2026-03-01,23,11.49,0.727,2026-03-23
6158-DWPZT,2026-04-01,17,19.47,0.68,2026-04-13
6158-DWPZT,2026-05-01,23,5.14,0.669,2026-05-13
6158-DWPZT,2026-06-01,14,6.7,0.707,2026-06-15
6158-DWPZT,2026-07-01,16,4.99,0.649,2026-07-08
6158-DWPZT,2026-08-01,0,9.51,0.607,2026-08-11
9372-TXXPS,2026-03-01,25,6.92,0.432,2026-03-10
9372-TXXPS,2026-04-01,0,1.79,0.528,2026-04-03
9372-TXXPS,2026-05-01,9,26.72,0.409,2026-05-24
9372-TXXPS,2026-06-01,1,12.88,0.412,2026-06-20
9372-TXXPS,2026-07-01,18,9.37,0.441,2026-07-01
9372-TXXPS,2026-08-01,30,23.76,0.447,2026-08-07
3259-QMXUN,2026-03-01,14,10.34,0.443,2026-03-25
3259-QMXUN,2026-04-01,8,4.15,0.409,2026-04-24
3259-QMXUN,2026-05-01,3,16.64,0.468,2026-05-06
3259-QMXUN,2026-06-01,8,11.19,0.31,2026-06-10
3259-QMXUN,2026-07-01,2,33.97,0.361,2026-07-10
3259-QMXUN,2026-08-01,11,26.06,0.341,2026-08-11
1015-JPFYW,2026-03-01,27,5.37,0.818,2026-03-22
1015-JPFYW,2026-04-01,54,16.91,0.76,2026-04-24
1015-JPFYW,2026-05-01,6,0.85,0.616,2026-05-26
1015-JPFYW,2026-06-01,35,12.44,0.801,2026-06-16
1015-JPFYW,2026-07-01,18,16.44,0.883,2026-07-15
1015-JPFYW,2026-08-01,29,13.07,0.871,2026-08-12
6645-MXQJT,2026-03-01,8,16.59,0.323,2026-03-08
6645-MXQJT,2026-04-01,26,15.73,0.4,2026-04-03
6645-MXQJT,2026-05-01,6,28.71,0.431,2026-05-18
6645-MXQJT,2026-06-01,18,16.82,0.415,2026-06-19
6645-MXQJT,2026-07-01,32,18.84,0.24,2026-07-01
6645-MXQJT,2026-08-01,32,26.43,0.389,2026-08-25
4360-QRAVE,2026-03-01,12,66.87,0.398,2026-03-20
4360-QRAVE,2026-04-01,17,70.01,0.379,2026-04-26
4360-QRAVE,2026-05-01,15,39.48,0.513,2026-05-26
4360-QRAVE,2026-06-01,8,49.63,0.457,2026-06-10
4360-QRAVE,2026-07-01,16,57.66,0.286,2026-07-20
4360-QRAVE,2026-08-01,13,99.76,0.46,2026-08-26
8433-WPJTV,2026-03-01,23,41.5,0.029,2026-03-11
8433-WPJTV,2026-04-01,25,46.23,0.087,2026-04-04
8433-WPJTV,2026-05-01,23,38.92,0.301,2026-05-05
8433-WPJTV,2026-06-01,22,9.29,0.047,2026-06-23
8433-WPJTV,2026-07-01,0,30.19,0.188,2026-07-09
8433-WPJTV,2026-08-01,27,74.17,0.071,2026-08-11
5804-JMYIO,2026-03-01,9,21.06,0.174,2026-03-04
5804-JMYIO,2026-04-01,7,17.87,0.247,2026-04-02
5804-JMYIO,2026-05-01,16,41.22,0.308,2026-05-19
5804-JMYIO,2026-06-01,4,35.44,0.196,2026-06-16
5804-JMYIO,2026-07-01,12,51.68,0.356,2026-07-24
5804-JMYIO,2026-08-01,4,27.14,0.3,2026-08-09
3763-GCZHZ,2026-03-01,0,10.67,0.747,2026-03-08
3763-GCZHZ,2026-04-01,11,34.19,0.851,2026-04-20
3763-GCZHZ,2026-05-01,15,14.57,0.671,2026-05-22
3763-GCZHZ,2026-06-01,20,22.36,0.622,2026-06-01
3763-GCZHZ,2026-07-01,4,27.0,0.477,2026-07-02
3763-GCZHZ,2026-08-01,6,12.89,0.673,2026-08-05
6484-LATFU,2026-03-01,30,71.32,0.379,2026-03-14
6484-LATFU,2026-04-01,12,42.77,0.34,2026-04-15
6484-LATFU,2026-05-01,14,52.08,0.372,2026-05-15
6484-LATFU,2026-06-01,16,7.05,0.342,2026-06-01
6484-LATFU,2026-07-01,7,34.12,0.379,2026-07-23
6484-LATFU,2026-08-01,17,49.06,0.231,2026-08-24
7599-NTMDP,2026-03-01,7,9.28,0.781,2026-03-20
7599-NTMDP,2026-04-01,22,17.63,0.748,2026-04-15
7599-NTMDP,2026-05-01,14,22.92,0.463,2026-05-01
7599-NTMDP,2026-06-01,6,5.67,0.7,2026-06-05
7599-NTMDP,2026-07-01,11,1.73,0.616,2026-07-19
7599-NTMDP,2026-08-01,6,17.36,0.68,2026-08-17
0772-GYEQQ,2026-03-01,15,47.65,0.406,2026-03-02
0772-GYEQQ,2026-04-01,16,41.25,0.542,2026-04-07
0772-GYEQQ,2026-05-01,10,39.9,0.412,2026-05-17
0772-GYEQQ,2026-06-01,12,51.14,0.514,2026-06-11
0772-GYEQQ,2026-07-01,10,16.1,0.5,2026-07-19
0772-GYEQQ,2026-08-01,1,40.21,0.423,2026-08-09
0536-ACXIP,2026-03-01,6,6.95,0.621,2026-03-05
0536-ACXIP,2026-04-01,11,12.22,0.617,2026-04-18
0536-ACXIP,2026-05-01,2,23.15,0.45,2026-05-12
0536-ACXIP,2026-06-01,9,28.13,0.593,2026-06-20
0536-ACXIP,2026-07-01,13,0.0,0.689,2026-07-10
0536-ACXIP,2026-08-01,0,8.78,0.565,2026-08-23
0936-NQLJU,2026-03-01,18,27.22,0.299,2026-03-04
0936-NQLJU,2026-04-01,0,41.13,0.305,2026-04-12
0936-NQLJU,2026-05-01,27,30.72,0.409,2026-05-22
0936-NQLJU,2026-06-01,14,3.24,0.349,2026-06-14
0936-NQLJU,2026-07-01,38,26.91,0.142,2026-07-22
0936-NQLJU,2026-08-01,17,30.86,0.157,2026-08-14
4831-EOBFE,2026-03-01,25,28.97,0.77,2026-03-03
4831-EOBFE,2026-04-01,44,25.29,0.669,2026-04-16
4831-EOBFE,2026-05-01,25,27.61,0.869,2026-05-15
4831-EOBFE,2026-06-01,30,13.0,0.762,2026-06-26
4831-EOBFE,2026-07-01,38,13.34,0.796,2026-07-05
4831-EOBFE,2026-08-01,19,18.13,0.798,2026-08-11
1575-KRZZE,2026-03-01,21,13.35,0.871,2026-03-15
1575-KRZZE,2026-04-01,19,14.07,0.832,2026-04-02
1575-KRZZE,2026-05-01,6,10.13,0.655,2026-05-22
1575-KRZZE,2026-06-01,22,14.65,0.732,2026-06-07
1575-KRZZE,2026-07-01,7,3.75,0.674,2026-07-14
1575-KRZZE,2026-08-01,0,17.55,0.796,2026-08-19
3251-YMVWZ,2026-03-01,20,32.54,0.66,2026-03-07
3251-YMVWZ,2026-04-01,25,15.31,0.451,2026-04-23
3251-YMVWZ,2026-05-01,4,1.15,0.564,2026-05-02
3251-YMVWZ,2026-06-01,18,16.07,0.57,2026-06-10
3251-YMVWZ,2026-07-01,32,25.6,0.573,2026-07-19
3251-YMVWZ,2026-08-01,20,35.34,0.409,2026-08-27
4102-OQUPX,2026-03-01,12,74.75,0.37,2026-03-12
4102-OQUPX,2026-04-01,10,45.66,0.39,2026-04-04
4102-OQUPX,2026-05-01,14,24.11,0.339,2026-05-21
4102-OQUPX,2026-06-01,10,19.51,0.236,2026-06-08
4102-OQUPX,2026-07-01,15,29.13,0.36,2026-07-05
4102-OQUPX,2026-08-01,7,29.83,0.246,2026-08-01
9170-GYZJC,2026-03-01,5,13.75,0.375,2026-03-26
9170-GYZJC,2026-04-01,0,13.0,0.449,2026-04-26
9170-GYZJC,2026-05-01,7,50.55,0.201,2026-05-08
9170-GYZJC,2026-06-01,12,14.72,0.388,2026-06-20
9170-GYZJC,2026-07-01,3,42.95,0.49,2026-07-13
9170-GYZJC,2026-08-01,1,26.91,0.649,2026-08-06
4884-LEVMQ,2026-03-01,34,36.54,0.731,2026-03-06
4884-LEVMQ,2026-04-01,24,49.21,0.822,2026-04-06
4884-LEVMQ,2026-05-01,15,29.52,0.639,2026-05-02
4884-LEVMQ,2026-06-01,27,27.01,0.701,2026-06-23
4884-LEVMQ,2026-07-01,11,32.59,0.855,2026-07-07
4884-LEVMQ,2026-08-01,6,33.17,0.83,2026-08-20
8857-CUPFQ,2026-03-01,33,51.28,0.436,2026-03-04
8857-CUPFQ,2026-04-01,32,55.59,0.501,2026-04-04
8857-CUPFQ,2026-05-01,30,34.46,0.351,2026-05-17
8857-CUPFQ,2026-06-01,33,12.44,0.458,2026-06-09
8857-CUPFQ,2026-07-01,24,58.92,0.355,2026-07-10
8857-CUPFQ,2026-08-01,16,55.35,0.568,2026-08-04
7610-TVOPG,2026-03-01,22,21.1,0.637,2026-03-10
7610-TVOPG,2026-04-01,16,18.57,0.504,2026-04-17
7610-TVOPG,2026-05-01,11,23.33,0.511,2026-05-24
7610-TVOPG,2026-06-01,10,15.33,0.52,2026-06-06
7610-TVOPG,2026-07-01,13,22.99,0.509,2026-07-26
7610-TVOPG,2026-08-01,16,24.35,0.613,2026-08-08
3638-DIMPH,2026-03-01,8,18.96,0.235,2026-03-21
3638-DIMPH,2026-04-01,22,40.75,0.252,2026-04-01
3638-DIMPH,2026-05-01,24,34.76,0.243,2026-05-05
3638-DIMPH,2026-06-01,12,0.0,0.197,2026-06-26
3638-DIMPH,2026-07-01,17,4.95,0.443,2026-07-27
3638-DIMPH,2026-08-01,17,4.9,0.383,2026-08-25
1845-ZLLIG,2026-03-01,43,23.84,0.703,2026-03-11
1845-ZLLIG,2026-04-01,32,32.96,0.612,2026-04-15
1845-ZLLIG,2026-05-01,23,0.0,0.725,2026-05-27
1845-ZLLIG,2026-06-01,17,56.31,0.574,2026-06-08
1845-ZLLIG,2026-07-01,24,41.16,0.716,2026-07-06
1845-ZLLIG,2026-08-01,15,35.7,0.728,2026-08-05
8559-WNQZS,2026-03-01,7,7.61,0.643,2026-03-06
8559-WNQZS,2026-04-01,13,20.06,0.793,2026-04-07
8559-WNQZS,2026-05-01,14,18.5,0.933,2026-05-15
8559-WNQZS,2026-06-01,10,19.75,0.921,2026-06-01
8559-WNQZS,2026-07-01,1,14.49,0.901,2026-07-07
8559-WNQZS,2026-08-01,10,9.38,0.933,2026-08-19
3999-QGRJH,2026-03-01,12,37.0,0.585,2026-03-18
3999-QGRJH,2026-04-01,12,30.26,0.478,2026-04-08
3999-QGRJH,2026-05-01,15,4.41,0.53,2026-05-21
3999-QGRJH,2026-06-01,13,18.6,0.591,2026-06-27
3999-QGRJH,2026-07-01,9,33.67,0.674,2026-07-09
3999-QGRJH,2026-08-01,18,20.32,0.625,2026-08-16
1699-UOTXU,2026-03-01,8,38.3,0.393,2026-03-14
1699-UOTXU,2026-04-01,6,53.7,0.462,2026-04-03
1699-UOTXU,2026-05-01,8,64.6,0.363,2026-05-17
1699-UOTXU,2026-06-01,5,40.88,0.463,2026-06-03
1699-UOTXU,2026-07-01,5,79.02,0.583,2026-07-27
1699-UOTXU,2026-08-01,6,51.32,0.509,2026-08-17
2454-RPBRZ,2026-03-01,28,11.13,0.553,2026-03-19
2454-RPBRZ,2026-04-01,28,10.47,0.595,2026-04-05
2454-RPBRZ,2026-05-01,19,14.94,0.539,2026-05-04
2454-RPBRZ,2026-06-01,29,5.09,0.465,2026-06-11
2454-RPBRZ,2026-07-01,17,16.96,0.429,2026-07-11
2454-RPBRZ,2026-08-01,24,16.55,0.194,2026-08-11
0635-WKOLD,2026-03-01,9,27.26,0.465,2026-03-10
0635-WKOLD,2026-04-01,14,25.47,0.2,2026-04-15
0635-WKOLD,2026-05-01,6,4.59,0.384,2026-05-25
0635-WKOLD,2026-06-01,11,31.05,0.301,2026-06-18
0635-WKOLD,2026-07-01,3,19.42,0.375,2026-07-19
0635-WKOLD,2026-08-01,11,9.9,0.386,2026-08-06
5993-JSUWV,2026-03-01,4,47.64,0.285,2026-03-17
5993-JSUWV,2026-04-01,11,48.17,0.129,2026-04-11
5993-JSUWV,2026-05-01,7,72.5,0.305,2026-05-25
5993-JSUWV,2026-06-01,8,16.16,0.312,2026-06-11
5993-JSUWV,2026-07-01,17,28.02,0.234,2026-07-02
5993-JSUWV,2026-08-01,11,37.44,0.274,2026-08-08
4518-FZBSX,2026-03-01,0,12.23,0.445,2026-03-01
4518-FZBSX,2026-04-01,11,19.63,0.445,2026-04-12
4518-FZBSX,2026-05-01,25,17.91,0.466,2026-05-16
4518-FZBSX,2026-06-01,13,20.67,0.678,2026-06-18
4518-FZBSX,2026-07-01,5,13.36,0.439,2026-07-21
4518-FZBSX,2026-08-01,3,6.11,0.6,2026-08-27
5387-ASZNZ,2026-03-01,18,17.25,0.896,2026-03-25
5387-ASZNZ,2026-04-01,0,13.12,0.98,2026-04-27
5387-ASZNZ,2026-05-01,21,23.66,0.98,2026-05-10
5387-ASZNZ,2026-06-01,30,13.12,0.875,2026-06-23
5387-ASZNZ,2026-07-01,24,17.27,0.955,2026-07-19
5387-ASZNZ,2026-08-01,30,6.25,0.98,2026-08-20
6988-CJEYV,2026-03-01,30,18.02,0.586,2026-03-17
6988-CJEYV,2026-04-01,8,31.12,0.786,2026-04-12
6988-CJEYV,2026-05-01,3,35.46,0.488,2026-05-16
6988-CJEYV,2026-06-01,17,30.78,0.631,2026-06-16
6988-CJEYV,2026-07-01,20,11.33,0.574,2026-07-15
6988-CJEYV,2026-08-01,30,19.56,0.674,2026-08-17
2002-MZHWP,2026-03-01,23,9.23,0.758,2026-03-25
2002-MZHWP,2026-04-01,19,2.29,0.766,2026-04-18
2002-MZHWP,2026-05-01,16,17.01,0.751,2026-05-01
2002-MZHWP,2026-06-01,18,14.57,0.8,2026-06-16
2002-MZHWP,2026-07-01,19,11.54,0.78,2026-07-27
2002-MZHWP,2026-08-01,11,11.43,0.819,2026-08-12
3097-FQTVJ,2026-03-01,4,3.78,0.634,2026-03-22
3097-FQTVJ,2026-04-01,14,16.57,0.797,2026-04-22
3097-FQTVJ,2026-05-01,2,1.14,0.803,2026-05-02
3097-FQTVJ,2026-06-01,7,14.37,0.807,2026-06-08
3097-FQTVJ,2026-07-01,18,6.83,0.545,2026-07-17
3097-FQTVJ,2026-08-01,14,6.46,0.592,2026-08-23
5465-BUBFA,2026-03-01,24,12.87,0.749,2026-03-18
5465-BUBFA,2026-04-01,22,14.35,0.626,2026-04-22
5465-BUBFA,2026-05-01,9,25.9,0.779,2026-05-20
5465-BUBFA,2026-06-01,0,13.55,0.603,2026-06-03
5465-BUBFA,2026-07-01,17,15.39,0.666,2026-07-16
5465-BUBFA,2026-08-01,23,15.82,0.508,2026-08-09
7299-GNVPL,2026-03-01,19,30.75,0.895,2026-03-26
7299-GNVPL,2026-04-01,13,19.91,0.896,2026-04-16
7299-GNVPL,2026-05-01,3,3.62,0.825,2026-05-10
7299-GNVPL,2026-06-01,18,19.23,0.928,2026-06-23
7299-GNVPL,2026-07-01,10,56.55,0.864,2026-07-09
7299-GNVPL,2026-08-01,10,21.1,0.919,2026-08-25
9743-DQKQW,2026-03-01,30,47.05,0.735,2026-03-01
9743-DQKQW,2026-04-01,9,27.48,0.75,2026-04-08
9743-DQKQW,2026-05-01,23,40.99,0.71,2026-05-27
9743-DQKQW,2026-06-01,9,38.36,0.777,2026-06-16
9743-DQKQW,2026-07-01,22,50.98,0.652,2026-07-03
9743-DQKQW,2026-08-01,21,52.65,0.732,2026-08-17
1215-VFYVK,2026-03-01,36,6.15,0.597,2026-03-15
1215-VFYVK,2026-04-01,55,69.61,0.615,2026-04-24
1215-VFYVK,2026-05-01,45,23.17,0.462,2026-05-20
1215-VFYVK,2026-06-01,0,0.0,0.691,2026-06-04
1215-VFYVK,2026-07-01,25,49.17,0.82,2026-07-10
1215-VFYVK,2026-08-01,39,23.57,0.631,2026-08-17
9371-BITHB,2026-03-01,21,18.55,0.784,2026-03-21
9371-BITHB,2026-04-01,6,33.34,0.695,2026-04-15
9371-BITHB,2026-05-01,17,19.29,0.648,2026-05-21
9371-BITHB,2026-06-01,6,24.28,0.711,2026-06-13
9371-BITHB,2026-07-01,27,16.92,0.793,2026-07-06
9371-BITHB,2026-08-01,14,21.45,0.722,2026-08-08
2265-CYWIV,2026-03-01,11,36.64,0.689,2026-03-06
2265-CYWIV,2026-04-01,9,9.84,0.801,2026-04-08
2265-CYWIV,2026-05-01,5,25.73,0.814,2026-05-14
2265-CYWIV,2026-06-01,7,30.95,0.709,2026-06-08
2265-CYWIV,2026-07-01,8,69.11,0.574,2026-07-16
2265-CYWIV,2026-08-01,18,31.04,0.743,2026-08-04
9093-FPDLG,2026-03-01,19,64.51,0.421,2026-03-03
9093-FPDLG,2026-04-01,18,34.01,0.44,2026-04-01
9093-FPDLG,2026-05-01,16,29.53,0.541,2026-05-01
9093-FPDLG,2026-06-01,2,34.7,0.521,2026-06-17
9093-FPDLG,2026-07-01,5,50.73,0.473,2026-07-01
9093-FPDLG,2026-08-01,23,38.29,0.663,2026-08-06
0541-FITGH,2026-03-01,67,1.04,0.683,2026-03-25
0541-FITGH,2026-04-01,48,7.13,0.569,2026-04-18
0541-FITGH,2026-05-01,45,30.23,0.446,2026-05-07
0541-FITGH,2026-06-01,26,6.11,0.511,2026-06-22
0541-FITGH,2026-07-01,76,38.79,0.43,2026-07-27
0541-FITGH,2026-08-01,0,59.99,0.45,2026-08-21
6985-HAYWX,2026-03-01,40,0.0,0.675,2026-03-15
6985-HAYWX,2026-04-01,15,15.34,0.731,2026-04-01
6985-HAYWX,2026-05-01,18,24.37,0.631,2026-05-03
6985-HAYWX,2026-06-01,24,31.3,0.592,2026-06-18
6985-HAYWX,2026-07-01,16,36.79,0.789,2026-07-27
6985-HAYWX,2026-08-01,34,26.8,0.737,2026-08-24
7508-KBIMB,2026-03-01,15,26.23,0.592,2026-03-11
7508-KBIMB,2026-04-01,15,11.82,0.502,2026-04-24
7508-KBIMB,2026-05-01,16,20.88,0.537,2026-05-04
7508-KBIMB,2026-06-01,13,16.95,0.569,2026-06-16
7508-KBIMB,2026-07-01,13,4.8,0.439,2026-07-19
7508-KBIMB,2026-08-01,21,12.67,0.449,2026-08-11
6838-HVLXG,2026-03-01,1,14.68,0.521,2026-03-03
6838-HVLXG,2026-04-01,3,12.95,0.416,2026-04-13
6838-HVLXG,2026-05-01,8,20.26,0.464,2026-05-23
6838-HVLXG,2026-06-01,8,11.28,0.523,2026-06-20
6838-HVLXG,2026-07-01,17,7.07,0.422,2026-07-02
6838-HVLXG,2026-08-01,11,27.43,0.447,2026-08-01
2277-DJJDL,2026-03-01,8,18.98,0.474,2026-03-26
2277-DJJDL,2026-04-01,2,16.55,0.41,2026-04-13
2277-DJJDL,2026-05-01,7,25.2,0.524,2026-05-12
2277-DJJDL,2026-06-01,15,26.98,0.58,2026-06-23
2277-DJJDL,2026-07-01,18,15.7,0.56,2026-07-07
2277-DJJDL,2026-08-01,16,15.42,0.473,2026-08-03
1897-OKVMW,2026-03-01,14,7.65,0.729,2026-03-19
1897-OKVMW,2026-04-01,11,23.37,0.581,2026-04-17
1897-OKVMW,2026-05-01,2,11.7,0.718,2026-05-01
1897-OKVMW,2026-06-01,3,6.35,0.552,2026-06-06
1897-OKVMW,2026-07-01,0,11.01,0.662,2026-07-08
1897-OKVMW,2026-08-01,9,27.07,0.696,2026-08-10
5485-ITNPC,2026-03-01,22,22.65,0.829,2026-03-18
5485-ITNPC,2026-04-01,25,33.44,0.77,2026-04-03
5485-ITNPC,2026-05-01,18,48.32,0.841,2026-05-04
5485-ITNPC,2026-06-01,22,41.32,0.79,2026-06-20
5485-ITNPC,2026-07-01,16,36.61,0.733,2026-07-25
5485-ITNPC,2026-08-01,7,23.02,0.7,2026-08-10
0233-FTHAV,2026-03-01,0,34.73,0.476,2026-03-14
0233-FTHAV,2026-04-01,20,9.64,0.608,2026-04-17
0233-FTHAV,2026-05-01,9,22.74,0.48,2026-05-17
0233-FTHAV,2026-06-01,81,30.58,0.728,2026-06-20
0233-FTHAV,2026-07-01,29,26.04,0.466,2026-07-15
0233-FTHAV,2026-08-01,50,7.23,0.537,2026-08-24
4644-PIZRT,2026-03-01,7,17.15,0.637,2026-03-01
4644-PIZRT,2026-04-01,22,37.24,0.871,2026-04-25
4644-PIZRT,2026-05-01,9,10.41,0.919,2026-05-13
4644-PIZRT,2026-06-01,2,39.25,0.845,2026-06-23
4644-PIZRT,2026-07-01,17,0.0,0.87,2026-07-18
4644-PIZRT,2026-08-01,30,22.64,0.631,2026-08-10
8922-NPKBJ,2026-03-01,13,19.52,0.775,2026-03-05
8922-NPKBJ,2026-04-01,16,21.29,0.871,2026-04-24
8922-NPKBJ,2026-05-01,5,15.17,0.741,2026-05-21
8922-NPKBJ,2026-06-01,20,14.6,0.797,2026-06-17
8922-NPKBJ,2026-07-01,9,29.4,0.948,2026-07-23
8922-NPKBJ,2026-08-01,10,8.22,0.762,2026-08-25
2740-TVLFN,2026-03-01,2,45.07,0.478,2026-03-03
2740-TVLFN,2026-04-01,9,37.82,0.356,2026-04-25
2740-TVLFN,2026-05-01,5,45.66,0.502,2026-05-17
2740-TVLFN,2026-06-01,4,7.77,0.474,2026-06-19
2740-TVLFN,2026-07-01,2,47.2,0.466,2026-07-06
2740-TVLFN,2026-08-01,13,61.23,0.253,2026-08-20
7771-CFQRQ,2026-03-01,9,24.68,0.378,2026-03-01
7771-CFQRQ,2026-04-01,4,25.04,0.636,2026-04-06
7771-CFQRQ,2026-05-01,4,24.91,0.447,2026-05-26
7771-CFQRQ,2026-06-01,9,13.59,0.548,2026-06-12
7771-CFQRQ,2026-07-01,11,43.76,0.547,2026-07-01
7771-CFQRQ,2026-08-01,0,34.16,0.546,2026-08-16
9512-PHSMG,2026-03-01,11,81.08,0.765,2026-03-05
9512-PHSMG,2026-04-01,9,95.62,0.608,2026-04-15
9512-PHSMG,2026-05-01,11,102.77,0.736,2026-05-16
9512-PHSMG,2026-06-01,10,28.16,0.801,2026-06-02
9512-PHSMG,2026-07-01,18,41.57,0.771,2026-07-18
9512-PHSMG,2026-08-01,8,92.69,0.706,2026-08-18
6963-EZQEE,2026-03-01,6,15.16,0.425,2026-03-25
6963-EZQEE,2026-04-01,10,11.27,0.431,2026-04-05
6963-EZQEE,2026-05-01,4,19.41,0.477,2026-05-19
6963-EZQEE,2026-06-01,3,19.84,0.487,2026-06-16
6963-EZQEE,2026-07-01,8,37.41,0.538,2026-07-16
6963-EZQEE,2026-08-01,6,24.44,0.463,2026-08-03
2452-KDRRH,2026-03-01,5,20.49,0.6,2026-03-07
2452-KDRRH,2026-04-01,8,33.75,0.521,2026-04-09
2452-KDRRH,2026-05-01,5,20.81,0.53,2026-05-18
