customer_id,plan_type,contract_type,billing_cycle,payment_method,monthly_charge,tenure_months,status,start_date,end_date
1506-YJTYT,Pro,Two year,Annual,Credit card (automatic),73.85,45,active,2022-12-10,
4123-DVHPH,Basic,Month-to-month,Monthly,Electronic check,88.05,9,active,2025-12-06,
6425-YQLLO,Standard,One year,Annual,Credit card (automatic),105.95,66,cancelled,2021-02-18,2026-07-31
5442-UTCVD,Basic,Month-to-month,Monthly,Electronic check,91.85,3,cancelled,2026-05-20,2026-09-04
2228-BZDEE,Pro,Two year,Annual,Mailed check,20.1,54,active,2022-03-14,
7734-DBOAI,Basic,Month-to-month,Monthly,Electronic check,40.1,1,cancelled,2026-07-19,2026-08-03
2789-CZANW,Pro,Two year,Annual,Bank transfer (automatic),110.3,64,active,2021-04-22,
2091-RFFBA,Basic,Month-to-month,Monthly,Electronic check,73.9,31,cancelled,2024-01-28,2026-08-26
2114-MGINA,Basic,Month-to-month,Monthly,Mailed check,89.8,14,cancelled,2025-07-12,2026-08-02
7596-LDUXP,Standard,One year,Annual,Credit card (automatic),85.15,12,active,2025-08-30,
3740-RLMVT,Standard,One year,Annual,Bank transfer (automatic),60.95,67,active,2021-02-03,
4489-SNOJF,Basic,Month-to-month,Monthly,Electronic check,72.25,35,cancelled,2023-10-14,2026-08-11
2192-OZITF,Pro,Two year,Annual,Mailed check,73.55,45,active,2022-11-18,
5651-CPDND,Basic,Month-to-month,Monthly,Mailed check,46.0,10,active,2025-10-29,
2186-QZEYA,Basic,Month-to-month,Monthly,Bank transfer (automatic),58.55,29,active,2024-04-15,
1131-ALZWV,Standard,One year,Annual,Bank transfer (automatic),24.6,24,active,2024-09-06,
7729-XBTWX,Pro,Two year,Annual,Mailed check,19.75,66,active,2021-02-20,
9134-WYRVP,Standard,One year,Annual,Mailed check,86.35,51,active,2022-06-04,
3284-SVCRO,Pro,Two year,Annual,Mailed check,25.5,45,active,2022-12-03,
9732-OUYRN,Standard,One year,Annual,Credit card (automatic),19.0,49,active,2022-08-13,
0559-CKHUS,Pro,Two year,Annual,Mailed check,19.55,29,active,2024-04-14,
2931-SVLTV,Basic,Month-to-month,Monthly,Credit card (automatic),110.1,40,active,2023-04-19,
6899-PPEEA,Basic,Month-to-month,Monthly,Electronic check,96.55,37,cancelled,2023-07-20,2026-07-23
7504-UWHNB,Basic,Month-to-month,Monthly,Electronic check,69.75,25,active,2024-08-14,
2582-FFFZR,Basic,Month-to-month,Monthly,Electronic check,50.6,22,active,2024-10-31,
8908-NMQTX,Pro,Two year,Annual,Bank transfer (automatic),65.6,72,active,2020-08-27,
2187-LZGPL,Basic,Month-to-month,Monthly,Credit card (automatic),40.1,7,cancelled,2026-01-20,2026-07-31
1431-AIDJQ,Pro,Two year,Annual,Credit card (automatic),82.1,33,active,2023-12-01,
6288-LBEAR,Basic,Month-to-month,Monthly,Mailed check,79.1,23,active,2024-09-20,
4597-NUCQV,Basic,Month-to-month,Monthly,Electronic check,101.25,24,cancelled,2024-09-13,2026-07-24
9019-QVLZD,Basic,Month-to-month,Monthly,Electronic check,79.55,1,cancelled,2026-08-17,2026-09-07
8413-YNHNV,Pro,Two year,Annual,Mailed check,90.65,69,active,2020-12-03,
5808-TOTXO,Standard,One year,Annual,Credit card (automatic),20.55,3,active,2026-06-10,
4369-NYSCF,Standard,One year,Annual,Bank transfer (automatic),75.75,56,active,2021-12-25,
6333-YDVLT,Standard,One year,Annual,Credit card (automatic),110.0,65,active,2021-04-07,
5324-KTGCG,Standard,One year,Annual,Electronic check,20.85,71,active,2020-10-04,
5599-HVLTW,Basic,Month-to-month,Monthly,Bank transfer (automatic),80.35,14,active,2025-07-01,
7394-LWLYN,Basic,Month-to-month,Monthly,Electronic check,70.15,2,active,2026-06-20,
3707-LRWZD,Standard,One year,Annual,Electronic check,84.05,32,cancelled,2024-01-14,2026-08-24
6873-UDNLD,Basic,Month-to-month,Monthly,Electronic check,67.45,40,active,2023-05-02,
2700-LUEVA,Basic,Month-to-month,Monthly,Credit card (automatic),20.75,1,active,2026-08-06,
1455-ESIQH,Basic,Month-to-month,Monthly,Electronic check,89.1,1,cancelled,2026-08-16,2026-08-21
0958-YHXGP,Basic,Month-to-month,Monthly,Mailed check,69.9,7,active,2026-01-22,
1101-SSWAG,Basic,Month-to-month,Monthly,Electronic check,51.1,15,active,2025-05-21,
2979-SXESE,Basic,Month-to-month,Monthly,Electronic check,94.4,17,cancelled,2025-04-12,2026-09-14
4013-TLDHQ,Basic,Month-to-month,Monthly,Electronic check,78.25,19,cancelled,2025-01-24,2026-09-14
5743-KHMNA,Pro,Two year,Annual,Bank transfer (automatic),25.55,71,active,2020-09-25,
4194-FJARJ,Pro,Two year,Annual,Bank transfer (automatic),60.0,54,active,2022-02-25,
5325-UWTWJ,Basic,Month-to-month,Monthly,Credit card (automatic),90.55,31,active,2024-02-03,
3969-GYXEL,Basic,Month-to-month,Monthly,Electronic check,76.4,11,active,2025-10-08,
9208-OLGAQ,Basic,Month-to-month,Monthly,Electronic check,84.95,18,active,2025-03-16,
3244-CQPHU,Pro,Two year,Annual,Bank transfer (automatic),110.1,72,active,2020-09-15,
2674-MLXMN,Basic,Month-to-month,Monthly,Credit card (automatic),99.65,71,active,2020-10-11,
9708-HPXWZ,Basic,Month-to-month,Monthly,Credit card (automatic),45.4,5,active,2026-04-02,
6992-TKNYO,Standard,One year,Annual,Credit card (automatic),69.0,38,active,2023-07-14,
4468-YDOVK,Basic,Month-to-month,Monthly,Bank transfer (automatic),48.65,5,active,2026-03-28,
3754-DXMRT,Basic,Month-to-month,Monthly,Electronic check,44.15,2,cancelled,2026-06-30,2026-09-13
5792-JALQC,Pro,Two year,Annual,Bank transfer (automatic),59.85,52,active,2022-05-08,
7130-VTEWQ,Basic,Month-to-month,Monthly,Electronic check,75.75,8,cancelled,2026-01-14,2026-08-01
2200-DSAAL,Pro,Two year,Annual,Electronic check,80.65,68,active,2021-01-01,
4302-ZYFEL,Standard,One year,Annual,Credit card (automatic),20.55,69,active,2020-11-22,
9351-LZYGF,Basic,Month-to-month,Monthly,Credit card (automatic),66.4,42,active,2023-03-07,
4366-CTOUZ,Pro,Two year,Annual,Mailed check,100.2,50,active,2022-06-23,
6121-VZNQB,Basic,Month-to-month,Monthly,Mailed check,19.1,1,cancelled,2026-08-09,2026-08-20
7903-CMPEY,Basic,Month-to-month,Monthly,Electronic check,80.3,1,cancelled,2026-08-15,2026-08-02
1518-OMDIK,Basic,Month-to-month,Monthly,Credit card (automatic),44.55,33,active,2023-11-28,
6671-NGWON,Basic,Month-to-month,Monthly,Mailed check,20.35,7,active,2026-01-20,
0595-ITUDF,Basic,Month-to-month,Monthly,Electronic check,91.8,64,active,2021-04-21,
6996-KNSML,Basic,Month-to-month,Monthly,Electronic check,74.9,1,cancelled,2026-07-20,2026-07-28
1955-IBMMB,Pro,Two year,Annual,Bank transfer (automatic),20.2,59,active,2021-10-14,
0096-BXERS,Basic,Month-to-month,Monthly,Electronic check,50.35,6,active,2026-03-17,
3806-YAZOV,Basic,Month-to-month,Monthly,Mailed check,18.8,3,active,2026-05-31,
7998-ZLXWN,Basic,Month-to-month,Monthly,Credit card (automatic),20.45,15,active,2025-05-20,
6253-WRFHY,Standard,One year,Annual,Electronic check,64.75,13,active,2025-07-19,
9133-AYJZG,Basic,Month-to-month,Monthly,Credit card (automatic),98.7,23,active,2024-10-08,
2675-OTVVJ,Basic,Month-to-month,Monthly,Electronic check,89.45,31,active,2024-02-05,
8680-CGLTP,Standard,One year,Annual,Electronic check,58.75,29,active,2024-03-29,
8430-TWCBX,Standard,One year,Annual,Credit card (automatic),20.7,49,active,2022-07-21,
5018-GWURO,Basic,Month-to-month,Monthly,Bank transfer (automatic),85.6,56,active,2022-01-11,
6741-QRLUP,Pro,Two year,Annual,Credit card (automatic),80.3,63,active,2021-05-19,
4737-HOBAX,Pro,Two year,Annual,Credit card (automatic),79.8,63,active,2021-05-24,
0537-QYZZN,Basic,Month-to-month,Monthly,Electronic check,79.85,24,active,2024-09-14,
3340-QBBFM,Standard,One year,Annual,Credit card (automatic),54.1,36,active,2023-08-23,
1704-NRWYE,Basic,Month-to-month,Monthly,Electronic check,80.85,9,cancelled,2025-11-28,2026-09-13
2592-SEIFQ,Basic,Month-to-month,Monthly,Electronic check,24.75,3,cancelled,2026-05-19,2026-07-27
8200-KLNYW,Standard,One year,Annual,Mailed check,80.9,21,active,2024-12-10,
3372-CDXFJ,Standard,One year,Annual,Bank transfer (automatic),24.5,13,active,2025-07-19,
4781-ZXYGU,Basic,Month-to-month,Monthly,Bank transfer (automatic),20.15,1,active,2026-08-16,
7632-YUTXB,Standard,One year,Annual,Mailed check,20.05,25,active,2024-08-14,
2718-YSKCS,Pro,Two year,Annual,Bank transfer (automatic),19.6,71,active,2020-10-03,
9896-UYMIE,Standard,One year,Annual,Bank transfer (automatic),114.3,66,active,2021-02-26,
0853-NWIFK,Standard,One year,Annual,Electronic check,100.3,45,active,2022-12-12,
8212-CRQXP,Basic,Month-to-month,Monthly,Credit card (automatic),80.0,22,active,2024-11-08,
6980-CDGFC,Standard,One year,Annual,Bank transfer (automatic),20.85,67,active,2021-02-04,
7691-XVTZH,Pro,Two year,Annual,Bank transfer (automatic),89.95,68,active,2021-01-13,
2520-SGTTA,Pro,Two year,Annual,Mailed check,20.0,0,active,2026-09-11,
7481-ATQQS,Basic,Month-to-month,Monthly,Credit card (automatic),90.85,49,cancelled,2022-08-13,2026-09-02
2277-VWCNI,Basic,Month-to-month,Monthly,Mailed check,48.75,4,active,2026-04-20,
1088-CNNKB,Standard,One year,Annual,Credit card (automatic),80.0,63,active,2021-05-20,
8642-GVWRF,Basic,Month-to-month,Monthly,Bank transfer (automatic),79.7,2,cancelled,2026-06-30,2026-08-23
1930-BZLHI,Standard,One year,Annual,Mailed check,20.35,21,active,2024-11-26,
3400-ESFUW,Pro,Two year,Annual,Bank transfer (automatic),57.55,55,cancelled,2022-02-11,2026-07-21
5868-YTYKS,Basic,Month-to-month,Monthly,Mailed check,20.25,1,active,2026-08-16,
3525-DVKFN,Pro,Two year,Annual,Mailed check,19.4,17,active,2025-04-06,
1482-OXZSY,Basic,Month-to-month,Monthly,Bank transfer (automatic),100.4,30,active,2024-02-17,
0377-JBKKT,Basic,Month-to-month,Monthly,Mailed check,57.95,22,active,2024-11-02,
5778-BVOFB,Basic,Month-to-month,Monthly,Bank transfer (automatic),59.5,9,active,2025-11-23,
3373-YZZYM,Basic,Month-to-month,Monthly,Mailed check,19.2,1,active,2026-08-06,
2057-ZBLPD,Basic,Month-to-month,Monthly,Electronic check,86.5,21,cancelled,2024-12-07,2026-08-29
0228-MAUWC,Basic,Month-to-month,Monthly,Electronic check,59.55,19,active,2025-01-22,
5502-RLUYV,Basic,Month-to-month,Monthly,Electronic check,103.95,69,cancelled,2020-12-02,2026-07-22
0023-HGHWL,Basic,Month-to-month,Monthly,Electronic check,25.1,1,cancelled,2026-07-27,2026-08-17
7663-YJHSN,Pro,Two year,Annual,Bank transfer (automatic),103.95,72,active,2020-08-26,
4915-BFSXL,Pro,Two year,Annual,Credit card (automatic),68.95,70,active,2020-10-26,
3086-RUCRN,Basic,Month-to-month,Monthly,Bank transfer (automatic),103.1,66,active,2021-02-25,
5215-LNLDJ,Basic,Month-to-month,Monthly,Electronic check,24.7,7,active,2026-01-22,
7576-JMYWV,Basic,Month-to-month,Monthly,Electronic check,110.2,46,active,2022-11-03,
9039-RBEEE,Basic,Month-to-month,Monthly,Credit card (automatic),48.95,39,cancelled,2023-06-08,2026-09-15
0257-KXZGU,Basic,Month-to-month,Monthly,Bank transfer (automatic),62.45,32,active,2024-01-01,
1307-ATKGB,Basic,Month-to-month,Monthly,Electronic check,89.55,24,active,2024-09-07,
8417-FMLZI,Basic,Month-to-month,Monthly,Credit card (automatic),83.55,6,cancelled,2026-03-17,2026-07-28
3714-XPXBW,Basic,Month-to-month,Monthly,Credit card (automatic),78.9,37,active,2023-08-07,
1850-AKQEP,Basic,Month-to-month,Monthly,Mailed check,20.35,8,active,2026-01-01,
2824-DXNKN,Pro,Two year,Annual,Bank transfer (automatic),71.45,72,active,2020-09-01,
5227-JSCFE,Pro,Two year,Annual,Credit card (automatic),46.35,71,active,2020-10-06,
0848-ZGQIJ,Basic,Month-to-month,Monthly,Bank transfer (automatic),94.65,16,active,2025-04-26,
3621-CHYVB,Basic,Month-to-month,Monthly,Bank transfer (automatic),49.9,57,active,2021-12-08,
8042-RNLKO,Standard,One year,Annual,Bank transfer (automatic),25.45,66,active,2021-02-26,
1792-UXAFY,Basic,Month-to-month,Monthly,Electronic check,89.15,17,cancelled,2025-04-09,2026-09-13
5372-FBKBN,Basic,Month-to-month,Monthly,Mailed check,20.75,21,active,2024-11-17,
0420-TXVSG,Pro,Two year,Annual,Credit card (automatic),66.1,66,active,2021-02-26,
6217-TOWGS,Basic,Month-to-month,Monthly,Bank transfer (automatic),75.4,17,active,2025-04-01,
0515-YPMCW,Basic,Month-to-month,Monthly,Mailed check,70.45,1,cancelled,2026-08-05,2026-08-09
0378-XSZPU,Standard,One year,Annual,Credit card (automatic),60.3,58,cancelled,2021-10-25,2026-08-19
1045-LTCYT,Basic,Month-to-month,Monthly,Credit card (automatic),21.05,8,active,2026-01-04,
1544-JJMYL,Standard,One year,Annual,Credit card (automatic),69.35,27,active,2024-05-24,
4636-JGAAI,Basic,Month-to-month,Monthly,Mailed check,88.85,34,active,2023-11-13,
6874-SGLHU,Standard,One year,Annual,Bank transfer (automatic),97.0,30,active,2024-02-22,
5951-AOFIH,Basic,Month-to-month,Monthly,Credit card (automatic),66.4,33,active,2023-11-19,
4729-XKASR,Basic,Month-to-month,Monthly,Electronic check,24.75,1,cancelled,2026-08-10,2026-09-07
3059-NGMXB,Basic,Month-to-month,Monthly,Mailed check,69.2,14,active,2025-07-11,
8652-YHIYU,Standard,One year,Annual,Credit card (automatic),79.5,16,active,2025-04-19,
5278-PNYOX,Pro,Two year,Annual,Credit card (automatic),100.65,49,active,2022-08-05,
5449-FIBXJ,Basic,Month-to-month,Monthly,Electronic check,103.3,19,cancelled,2025-01-26,2026-08-16
3486-HOOGQ,Pro,Two year,Annual,Bank transfer (automatic),79.7,70,active,2020-11-11,
5061-PBXFW,Basic,Month-to-month,Monthly,Bank transfer (automatic),61.4,32,active,2024-01-04,
8630-FJLIB,Basic,Month-to-month,Monthly,Electronic check,69.8,18,active,2025-02-25,
3891-NLXJB,Pro,Two year,Annual,Mailed check,40.55,37,active,2023-07-22,
4749-OJKQU,Basic,Month-to-month,Monthly,Electronic check,75.65,4,active,2026-05-05,
0577-WHMEV,Basic,Month-to-month,Monthly,Electronic check,90.7,16,active,2025-05-15,
5453-AXEPF,Basic,Month-to-month,Monthly,Bank transfer (automatic),80.5,17,active,2025-04-05,
3639-XJHKQ,Basic,Month-to-month,Monthly,Electronic check,60.6,19,active,2025-01-27,
3716-LRGXK,Pro,Two year,Annual,Credit card (automatic),101.15,60,active,2021-08-21,
2263-SFSQZ,Pro,Two year,Annual,Mailed check,24.95,51,active,2022-05-23,
9950-MTGYX,Pro,Two year,Annual,Credit card (automatic),20.3,28,active,2024-04-25,
3397-AVTKU,Pro,Two year,Annual,Electronic check,60.0,43,active,2023-02-12,
4825-FUREZ,Pro,Two year,Annual,Electronic check,20.25,42,active,2023-03-03,
9837-BMCLM,Basic,Month-to-month,Monthly,Electronic check,78.5,3,cancelled,2026-05-31,2026-08-25
2672-OJQZP,Basic,Month-to-month,Monthly,Mailed check,44.75,1,active,2026-08-03,
0137-UDEUO,Basic,Month-to-month,Monthly,Mailed check,19.85,3,cancelled,2026-05-21,2026-09-10
3134-DSHVC,Pro,Two year,Annual,Credit card (automatic),98.0,63,active,2021-05-20,
6161-UUUTA,Basic,Month-to-month,Monthly,Electronic check,79.9,3,cancelled,2026-06-11,2026-08-14
7821-DPRQE,Basic,Month-to-month,Monthly,Electronic check,107.7,68,active,2020-12-19,
6543-XRMYR,Basic,Month-to-month,Monthly,Electronic check,99.7,30,cancelled,2024-02-21,2026-09-13
2001-EWBQU,Pro,Two year,Annual,Electronic check,104.7,60,active,2021-08-26,
4925-LMHOK,Basic,Month-to-month,Monthly,Credit card (automatic),58.6,15,cancelled,2025-06-06,2026-08-15
1608-GMEWB,Basic,Month-to-month,Monthly,Bank transfer (automatic),93.9,45,active,2022-11-25,
6695-AMZUF,Pro,Two year,Annual,Credit card (automatic),86.45,70,active,2020-10-30,
1455-UGQVH,Basic,Month-to-month,Monthly,Electronic check,98.5,10,cancelled,2025-10-21,2026-09-02
8410-BGQXN,Basic,Month-to-month,Monthly,Mailed check,19.4,4,active,2026-04-27,
8280-MQRQN,Basic,Month-to-month,Monthly,Mailed check,50.45,1,cancelled,2026-07-20,2026-07-28
1619-YWUBB,Pro,Two year,Annual,Credit card (automatic),24.95,68,active,2021-01-04,
7611-YKYTC,Basic,Month-to-month,Monthly,Bank transfer (automatic),75.0,22,active,2024-11-14,
2037-SGXHH,Basic,Month-to-month,Monthly,Electronic check,94.65,38,cancelled,2023-07-04,2026-07-21
3178-FESZO,Basic,Month-to-month,Monthly,Credit card (automatic),100.25,1,cancelled,2026-07-19,2026-07-23
0365-GXEZS,Basic,Month-to-month,Monthly,Electronic check,78.2,18,active,2025-02-27,
0082-OQIQY,Basic,Month-to-month,Monthly,Electronic check,94.2,29,active,2024-03-27,
6087-MVHJH,Basic,Month-to-month,Monthly,Electronic check,88.45,16,cancelled,2025-04-29,2026-07-22
4603-JANFB,Basic,Month-to-month,Monthly,Electronic check,69.85,1,cancelled,2026-07-31,2026-09-10
3018-TFTSU,Basic,Month-to-month,Monthly,Bank transfer (automatic),81.7,12,cancelled,2025-09-15,2026-08-16
3606-SBKRY,Standard,One year,Annual,Electronic check,50.05,31,active,2024-02-04,
4806-KEXQR,Basic,Month-to-month,Monthly,Electronic check,79.9,4,cancelled,2026-05-16,2026-09-02
0667-NSRGI,Standard,One year,Annual,Mailed check,69.55,48,active,2022-09-06,
7083-YNSKY,Basic,Month-to-month,Monthly,Credit card (automatic),25.4,15,cancelled,2025-05-27,2026-09-10
6893-ODYYE,Standard,One year,Annual,Credit card (automatic),90.1,50,active,2022-06-23,
8242-JSVBO,Basic,Month-to-month,Monthly,Bank transfer (automatic),44.65,7,active,2026-02-09,
2479-BRAMR,Basic,Month-to-month,Monthly,Bank transfer (automatic),83.75,41,cancelled,2023-03-29,2026-08-23
9541-ZPSEA,Pro,Two year,Annual,Credit card (automatic),80.35,68,active,2021-01-10,
2665-NPTGL,Basic,Month-to-month,Monthly,Bank transfer (automatic),98.1,26,active,2024-07-11,
1139-WUOAH,Pro,Two year,Annual,Credit card (automatic),53.35,57,active,2021-11-18,
4693-VWVBO,Basic,Month-to-month,Monthly,Electronic check,19.55,3,active,2026-05-30,
7434-SHXLS,Basic,Month-to-month,Monthly,Mailed check,20.9,1,cancelled,2026-08-12,2026-08-21
6937-GCDGQ,Standard,One year,Annual,Bank transfer (automatic),48.95,19,active,2025-02-11,
0988-JRWWP,Basic,Month-to-month,Monthly,Electronic check,54.2,3,active,2026-06-16,
5075-JSDKI,Pro,Two year,Annual,Electronic check,24.45,59,active,2021-10-03,
7908-QCBCA,Basic,Month-to-month,Monthly,Mailed check,69.4,1,cancelled,2026-08-14,2026-08-29
8644-XYTSV,Basic,Month-to-month,Monthly,Bank transfer (automatic),40.15,42,active,2023-03-01,
6711-FLDFB,Basic,Month-to-month,Monthly,Electronic check,74.9,7,cancelled,2026-02-02,2026-09-09
3873-WOSBC,Pro,Two year,Annual,Credit card (automatic),25.6,67,active,2021-01-27,
7465-ZZRVX,Basic,Month-to-month,Monthly,Electronic check,70.35,1,active,2026-08-11,
7975-JMZNT,Pro,Two year,Annual,Bank transfer (automatic),91.7,66,active,2021-03-13,
7251-XFOIL,Basic,Month-to-month,Monthly,Mailed check,89.2,61,active,2021-08-14,
4116-IQRFR,Standard,One year,Annual,Credit card (automatic),24.1,4,active,2026-05-16,
3714-JTVOV,Basic,Month-to-month,Monthly,Credit card (automatic),74.15,42,cancelled,2023-03-16,2026-08-22
8259-DZLIZ,Standard,One year,Annual,Bank transfer (automatic),53.85,64,active,2021-05-10,
0442-ZXKVS,Standard,One year,Annual,Bank transfer (automatic),115.6,54,active,2022-02-22,
7853-WNZSY,Basic,Month-to-month,Monthly,Credit card (automatic),19.75,1,active,2026-07-30,
3120-FAZKD,Pro,Two year,Annual,Bank transfer (automatic),24.05,54,active,2022-03-11,
8606-OEGQZ,Pro,Two year,Annual,Credit card (automatic),25.3,18,active,2025-02-19,
0225-ZORZP,Basic,Month-to-month,Monthly,Electronic check,84.3,3,active,2026-05-26,
4702-IOQDC,Basic,Month-to-month,Monthly,Electronic check,70.1,1,cancelled,2026-07-25,2026-09-06
9489-JMTTN,Pro,Two year,Annual,Credit card (automatic),89.75,72,active,2020-08-21,
0575-CUQOV,Standard,One year,Annual,Electronic check,97.95,60,active,2021-08-25,
0967-BMLBD,Standard,One year,Annual,Mailed check,20.0,11,active,2025-09-19,
6178-KFNHS,Basic,Month-to-month,Monthly,Electronic check,78.3,12,cancelled,2025-09-07,2026-09-13
2830-LEWOA,Standard,One year,Annual,Credit card (automatic),103.9,61,active,2021-07-23,
5006-MXVRN,Pro,Two year,Annual,Credit card (automatic),20.7,39,active,2023-06-14,
1264-BYWMS,Basic,Month-to-month,Monthly,Electronic check,96.8,55,cancelled,2022-02-06,2026-08-20
9658-WYUFB,Basic,Month-to-month,Monthly,Electronic check,94.4,17,cancelled,2025-03-22,2026-09-12
8327-WKMIE,Standard,One year,Annual,Credit card (automatic),20.15,37,active,2023-08-13,
6917-FIJHC,Pro,Two year,Annual,Mailed check,26.0,72,active,2020-09-01,
5329-KRDTM,Pro,Two year,Annual,Credit card (automatic),77.35,72,active,2020-09-06,
7797-EJMDP,Basic,Month-to-month,Monthly,Bank transfer (automatic),66.05,8,active,2026-01-13,
3530-VWVGU,Basic,Month-to-month,Monthly,Mailed check,19.9,22,active,2024-11-09,
2013-SGDXK,Basic,Month-to-month,Monthly,Electronic check,84.3,1,cancelled,2026-08-01,2026-07-21
6368-NWMCE,Basic,Month-to-month,Monthly,Credit card (automatic),68.15,38,active,2023-06-30,
3633-CDBUW,Standard,One year,Annual,Electronic check,80.85,17,active,2025-03-28,
0707-HOVVN,Pro,Two year,Annual,Bank transfer (automatic),75.5,70,active,2020-11-13,
8580-QVLOC,Pro,Two year,Annual,Credit card (automatic),92.45,72,cancelled,2020-09-07,2026-07-28
3956-MGXOG,Basic,Month-to-month,Monthly,Electronic check,80.6,28,active,2024-05-14,
9274-UARKJ,Basic,Month-to-month,Monthly,Bank transfer (automatic),83.2,15,active,2025-06-17,
4077-HWUYD,Pro,Two year,Annual,Bank transfer (automatic),87.55,72,active,2020-09-05,
2012-NWRPA,Basic,Month-to-month,Monthly,Electronic check,99.55,11,cancelled,2025-09-29,2026-07-23
8808-ELEHO,Basic,Month-to-month,Monthly,Electronic check,81.25,8,cancelled,2026-01-05,2026-09-09
0103-CSITQ,Standard,One year,Annual,Bank transfer (automatic),109.4,57,active,2021-12-15,
3506-LCJDC,Basic,Month-to-month,Monthly,Bank transfer (automatic),19.95,1,cancelled,2026-08-11,2026-08-19
8671-KKKOS,Basic,Month-to-month,Monthly,Electronic check,45.55,46,active,2022-11-04,
7305-ZWMAJ,Standard,One year,Annual,Credit card (automatic),20.7,30,active,2024-03-07,
9518-XXBXE,Basic,Month-to-month,Monthly,Electronic check,75.3,10,active,2025-10-23,
3934-HXCFZ,Basic,Month-to-month,Monthly,Electronic check,99.25,23,cancelled,2024-09-29,2026-07-29
6578-KRMAW,Basic,Month-to-month,Monthly,Credit card (automatic),93.4,32,active,2023-12-18,
4860-IJUDE,Basic,Month-to-month,Monthly,Credit card (automatic),73.75,13,active,2025-08-12,
7666-WKRON,Pro,Two year,Annual,Electronic check,80.45,39,cancelled,2023-06-06,2026-08-13
9688-YGXVR,Basic,Month-to-month,Monthly,Credit card (automatic),88.15,44,active,2023-01-14,
0423-UDIJQ,Basic,Month-to-month,Monthly,Mailed check,49.2,9,active,2025-12-17,
1945-XISKS,Pro,Two year,Annual,Mailed check,19.65,67,active,2021-01-19,
4910-AQFFX,Basic,Month-to-month,Monthly,Bank transfer (automatic),79.35,9,cancelled,2025-12-03,2026-08-28
2154-KVJFF,Basic,Month-to-month,Monthly,Electronic check,79.75,15,cancelled,2025-05-29,2026-07-28
5360-LJCNJ,Pro,Two year,Annual,Bank transfer (automatic),105.15,71,active,2020-10-08,
2607-FBDFF,Basic,Month-to-month,Monthly,Credit card (automatic),49.0,1,active,2026-08-16,
9647-ERGBE,Basic,Month-to-month,Monthly,Electronic check,100.05,30,cancelled,2024-02-20,2026-08-28
3428-XZMAZ,Basic,Month-to-month,Monthly,Electronic check,69.35,1,cancelled,2026-07-29,2026-07-20
1100-DDVRV,Basic,Month-to-month,Monthly,Mailed check,49.8,17,active,2025-03-27,
0378-TOVMS,Basic,Month-to-month,Monthly,Electronic check,85.8,3,cancelled,2026-06-01,2026-09-10
4355-HBJHH,Pro,Two year,Annual,Electronic check,79.7,67,cancelled,2021-02-03,2026-08-05
6728-WYQBC,Basic,Month-to-month,Monthly,Bank transfer (automatic),20.95,1,active,2026-08-05,
9058-CBREO,Basic,Month-to-month,Monthly,Mailed check,50.55,1,cancelled,2026-07-26,2026-09-15
9029-FEGVJ,Basic,Month-to-month,Monthly,Mailed check,79.3,32,active,2024-01-10,
7216-KAOID,Standard,One year,Annual,Bank transfer (automatic),19.5,41,active,2023-04-07,
0318-QUUOB,Basic,Month-to-month,Monthly,Electronic check,80.55,1,cancelled,2026-08-08,2026-07-24
6145-NNPNO,Basic,Month-to-month,Monthly,Bank transfer (automatic),44.15,1,active,2026-08-02,
5520-FVEWJ,Basic,Month-to-month,Monthly,Electronic check,84.5,12,cancelled,2025-08-18,2026-08-26
5339-TJFEK,Basic,Month-to-month,Monthly,Electronic check,105.5,62,active,2021-06-20,
5572-ZDXHY,Basic,Month-to-month,Monthly,Mailed check,84.3,22,cancelled,2024-10-31,2026-09-14
2074-GUHPQ,Basic,Month-to-month,Monthly,Credit card (automatic),92.7,17,active,2025-04-11,
4625-XMOYM,Pro,Two year,Annual,Bank transfer (automatic),26.25,72,active,2020-08-19,
5827-MWCZK,Basic,Month-to-month,Monthly,Credit card (automatic),96.95,56,active,2022-01-07,
1385-TQOZW,Basic,Month-to-month,Monthly,Credit card (automatic),20.45,9,active,2025-12-07,
5914-XRFQB,Pro,Two year,Annual,Bank transfer (automatic),115.8,72,active,2020-08-21,
4329-YPDDQ,Basic,Month-to-month,Monthly,Bank transfer (automatic),108.2,20,active,2025-01-09,
4804-NCPET,Pro,Two year,Annual,Mailed check,20.2,19,active,2025-02-02,
3750-CKVKH,Basic,Month-to-month,Monthly,Electronic check,67.75,2,cancelled,2026-06-21,2026-07-28
5944-UGLLK,Standard,One year,Annual,Credit card (automatic),54.9,53,active,2022-04-08,
8063-GBATB,Basic,Month-to-month,Monthly,Electronic check,85.25,27,cancelled,2024-05-30,2026-07-20
7787-BNTZM,Basic,Month-to-month,Monthly,Bank transfer (automatic),20.15,6,active,2026-03-17,
2252-ISRNH,Standard,One year,Annual,Electronic check,90.35,9,active,2025-11-18,
9415-TPKRV,Basic,Month-to-month,Monthly,Electronic check,55.75,8,active,2026-01-04,
5322-TEUJK,Pro,Two year,Annual,Bank transfer (automatic),114.6,71,active,2020-09-26,
4547-KQRTM,Basic,Month-to-month,Monthly,Bank transfer (automatic),80.05,10,cancelled,2025-11-01,2026-07-23
4877-EVATK,Basic,Month-to-month,Monthly,Mailed check,20.0,1,cancelled,2026-08-04,2026-08-18
